psy_code,top5_mean,total_mean,weighted_mean,reg_date,purpose
P202507183B0A,41.6,16.952380952380953,2.600682302771855,2025-09-22 16:08:12.485715,"""purpose=calibration;celling_parameter=67;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.5771428571428574,2025-09-22 16:08:12.505471,"""purpose=calibration;celling_parameter=68;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.5542857142857143,2025-09-22 16:08:12.526120,"""purpose=calibration;celling_parameter=69;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.5320816326530613,2025-09-22 16:08:12.546722,"""purpose=calibration;celling_parameter=70;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.510503018108652,2025-09-22 16:08:12.567245,"""purpose=calibration;celling_parameter=71;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.4895238095238095,2025-09-22 16:08:12.588406,"""purpose=calibration;celling_parameter=72;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.469119373776908,2025-09-22 16:08:12.608830,"""purpose=calibration;celling_parameter=73;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.4492664092664094,2025-09-22 16:08:12.629231,"""purpose=calibration;celling_parameter=74;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.429942857142857,2025-09-22 16:08:12.654438,"""purpose=calibration;celling_parameter=75;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.411127819548872,2025-09-22 16:08:12.674427,"""purpose=calibration;celling_parameter=76;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.3928014842300556,2025-09-22 16:08:12.697329,"""purpose=calibration;celling_parameter=77;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.374945054945055,2025-09-22 16:08:12.719369,"""purpose=calibration;celling_parameter=78;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.3575406871609403,2025-09-22 16:08:12.740255,"""purpose=calibration;celling_parameter=79;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.3405714285714287,2025-09-22 16:08:12.760646,"""purpose=calibration;celling_parameter=80;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.324021164021164,2025-09-22 16:08:12.781504,"""purpose=calibration;celling_parameter=81;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.3078745644599303,2025-09-22 16:08:12.801880,"""purpose=calibration;celling_parameter=82;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.292117039586919,2025-09-22 16:08:12.822338,"""purpose=calibration;celling_parameter=83;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.2767346938775512,2025-09-22 16:08:12.843558,"""purpose=calibration;celling_parameter=84;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.2617142857142856,2025-09-22 16:08:12.864159,"""purpose=calibration;celling_parameter=85;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.247043189368771,2025-09-22 16:08:12.884534,"""purpose=calibration;celling_parameter=86;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.232709359605911,2025-09-22 16:08:12.906588,"""purpose=calibration;celling_parameter=87;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.2187012987012986,2025-09-22 16:08:12.929013,"""purpose=calibration;celling_parameter=88;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.205008025682183,2025-09-22 16:08:12.950598,"""purpose=calibration;celling_parameter=89;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.1916190476190476,2025-09-22 16:08:12.971148,"""purpose=calibration;celling_parameter=90;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.1785243328100474,2025-09-22 16:08:12.992542,"""purpose=calibration;celling_parameter=91;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.1657142857142855,2025-09-22 16:08:13.013491,"""purpose=calibration;celling_parameter=92;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.153179723502304,2025-09-22 16:08:13.033535,"""purpose=calibration;celling_parameter=93;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.1409118541033436,2025-09-22 16:08:13.054262,"""purpose=calibration;celling_parameter=94;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.1289022556390975,2025-09-22 16:08:13.074380,"""purpose=calibration;celling_parameter=95;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.1171428571428574,2025-09-22 16:08:13.094936,"""purpose=calibration;celling_parameter=96;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.1056259204712813,2025-09-22 16:08:13.115933,"""purpose=calibration;celling_parameter=97;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.0943440233236155,2025-09-22 16:08:13.137223,"""purpose=calibration;celling_parameter=98;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.0832900432900434,2025-09-22 16:08:13.160173,"""purpose=calibration;celling_parameter=99;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.072457142857143,2025-09-22 16:08:13.182799,"""purpose=calibration;celling_parameter=100;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.0618387553041018,2025-09-22 16:08:13.203330,"""purpose=calibration;celling_parameter=101;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.0514285714285716,2025-09-22 16:08:13.224166,"""purpose=calibration;celling_parameter=102;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.0412205270457697,2025-09-22 16:08:13.244720,"""purpose=calibration;celling_parameter=103;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.0312087912087913,2025-09-22 16:08:13.266023,"""purpose=calibration;celling_parameter=104;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.0213877551020407,2025-09-22 16:08:13.286605,"""purpose=calibration;celling_parameter=105;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.011752021563342,2025-09-22 16:08:13.306900,"""purpose=calibration;celling_parameter=106;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,2.0022963951935915,2025-09-22 16:08:13.327583,"""purpose=calibration;celling_parameter=107;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.9930158730158731,2025-09-22 16:08:13.348258,"""purpose=calibration;celling_parameter=108;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.983905635648755,2025-09-22 16:08:13.369032,"""purpose=calibration;celling_parameter=109;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.9749610389610388,2025-09-22 16:08:13.390201,"""purpose=calibration;celling_parameter=110;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.9661776061776062,2025-09-22 16:08:13.411274,"""purpose=calibration;celling_parameter=111;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.9575510204081632,2025-09-22 16:08:13.434422,"""purpose=calibration;celling_parameter=112;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.9490771175726929,2025-09-22 16:08:13.454394,"""purpose=calibration;celling_parameter=113;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.9407518796992482,2025-09-22 16:08:13.474702,"""purpose=calibration;celling_parameter=114;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.9325714285714286,2025-09-22 16:08:13.494942,"""purpose=calibration;celling_parameter=115;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.9245320197044335,2025-09-22 16:08:13.515411,"""purpose=calibration;celling_parameter=116;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.9166300366300366,2025-09-22 16:08:13.536721,"""purpose=calibration;celling_parameter=117;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.908861985472155,2025-09-22 16:08:13.558014,"""purpose=calibration;celling_parameter=118;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.9012244897959185,2025-09-22 16:08:13.578660,"""purpose=calibration;celling_parameter=119;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.8937142857142857,2025-09-22 16:08:13.599945,"""purpose=calibration;celling_parameter=120;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.8863282172373081,2025-09-22 16:08:13.620478,"""purpose=calibration;celling_parameter=121;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.8790632318501173,2025-09-22 16:08:13.641515,"""purpose=calibration;celling_parameter=122;author=Yumin"""
P202507183B0A,41.6,16.952380952380953,1.8719163763066202,2025-09-22 16:08:13.661911,"""purpose=calibration;celling_parameter=123;author=Yumin"""
