psy_code,top5_mean,total_mean,weighted_mean,reg_date,purpose
P202507041AFF,17.2,17.2,3.2933333333333334,2025-09-29 15:29:59.914977,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507046A44,8.4,8.4,2.12,2025-09-29 15:29:59.921454,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507070C5F,0.0,0.0,1.0,2025-09-29 15:29:59.924594,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507074212,5.0,4.166666666666667,1.6,2025-09-29 15:29:59.931979,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507075FAD,3.5,3.5,1.4666666666666668,2025-09-29 15:29:59.937585,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507086502,6.0,6.0,1.8,2025-09-29 15:29:59.943343,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P20250708740B,70.0,36.2,5.0,2025-09-29 15:29:59.966815,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P20250708B5F0,2.6666666666666665,2.6666666666666665,1.3555555555555556,2025-09-29 15:29:59.971444,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P2025070901E3,2.5,2.5,1.3333333333333333,2025-09-29 15:29:59.975554,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507093825,2.6,2.6,1.3466666666666667,2025-09-29 15:29:59.981914,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P20250709419F,0.0,0.0,1.0,2025-09-29 15:29:59.984783,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P2025070959FC,2.0,2.0,1.2666666666666666,2025-09-29 15:29:59.988792,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P2025070965A7,2.0,2.0,1.2666666666666666,2025-09-29 15:29:59.993511,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507098064,2.3333333333333335,2.3333333333333335,1.3111111111111111,2025-09-29 15:29:59.998274,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507102E70,1.5,1.5,1.2,2025-09-29 15:30:00.004383,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507103119,0.0,0.0,1.0,2025-09-29 15:30:00.008417,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507109373,7.0,7.0,1.9333333333333333,2025-09-29 15:30:00.015142,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507109627,0.5,0.5,1.0666666666666667,2025-09-29 15:30:00.021115,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P20250710DD9E,6.25,6.25,1.8333333333333335,2025-09-29 15:30:00.027011,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P20250710E2B5,0.0,0.0,1.0,2025-09-29 15:30:00.030050,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P20250710E92D,3.0,3.0,1.4,2025-09-29 15:30:00.035792,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P2025071179A1,10.2,9.166666666666666,2.277333333333333,2025-09-29 15:30:00.043114,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P20250711832F,0.3333333333333333,0.3333333333333333,1.0444444444444445,2025-09-29 15:30:00.048142,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507118C5B,2.0,2.0,1.2666666666666666,2025-09-29 15:30:00.052838,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P20250711FD39,50.8,27.8,5.0,2025-09-29 15:30:00.063840,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507154E91,186.4,59.78260869565217,5.0,2025-09-29 15:30:00.086134,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P20250716280A,0.0,0.0,1.0,2025-09-29 15:30:00.089030,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507169BCD,45.6,13.956521739130435,4.548521739130435,2025-09-29 15:30:00.113481,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P20250716BB5E,54.2,14.72,5.0,2025-09-29 15:30:00.138907,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P20250716BE86,1.0,0.25,1.0733333333333333,2025-09-29 15:30:00.157130,"""purpose=calibration;celling_parameter=30;author=Yumin"""
P202507178C27,70.8,24.5,5.0,2025-09-29 15:30:00.179060,"""purpose=calibration;celling_parameter=30;author=Yumin"""
